,CBP,Y
312,-0.034165084,-1.302346923
387,-0.03461563,-1.6185759
238,-0.03489769,1.792095065
149,-0.035215225,2.04431443
154,-0.035443462,1.914080254
169,-0.035678346,-1.654496545
313,-0.035859674,1.496054862
247,-0.036320888,-1.493939082
183,-0.036671814,-1.667160143
78,-0.038246073,2.134087501
374,-0.03844777,-0.931433221
261,-0.03882713,-1.319255817
252,-0.038891703,1.235419888
278,-0.039157987,1.481910639
273,-0.03916435,2.607534874
373,-0.039233092,-1.259120389
105,-0.039839648,2.016674492
327,-0.040432483,-1.119512333
211,-0.040455922,-1.729635442
210,-0.04082077,-2.320004422
246,-0.04091321,-1.25695462
39,-0.041212697,-2.991189968
96,-0.041554015,2.465417515
217,-0.042295873,-1.41259009
338,-0.042791657,-1.251009048
398,-0.043236665,1.476268419
147,-0.043542303,-2.080946202
233,-0.04366922,1.810873386
317,-0.044140745,-1.137133986
292,-0.044210967,1.495044999
2,-0.044984706,6.85891653
135,-0.045220885,-1.854666577
380,-0.04578185,-1.670519532
189,-0.046044443,1.569466048
177,-0.046188984,-1.796271354
133,-0.04702233,-2.023953965
161,-0.047265686,-1.653544714
426,-0.048556436,-1.330511148
242,-0.048589613,-1.394120051
93,-0.05072772,-3.922343128
152,-0.05079132,1.572587065
412,-0.05148848,2.362274116
195,-0.05168116,1.767483076
346,-0.05242298,-1.191939374
402,-0.052669752,0.989162781
90,-0.052687142,2.403811053
138,-0.05269445,-2.546554769
323,-0.052766163,1.632336563
53,-0.056645904,5.702798302
145,-0.056768436,-2.108159039
320,-0.05677801,2.527963176
362,-0.057053514,-1.179469822
22,-0.05734143,5.540441085
190,-0.060207475,-1.756158856
115,-0.06029328,2.102946438
66,-0.062007006,2.264726749
198,-0.06262079,-1.506580702
97,-0.06333403,2.406676478
199,-0.066783376,1.825967322
334,-0.068929784,-1.148183313
407,-0.0694672,-1.127789376
174,-0.07004734,1.663506234
245,-0.07121951,1.341911269
258,-0.07136859,-1.43262925
311,-0.071642384,2.623607098
381,-0.07258353,-1.087677987
417,-0.07490343,-1.66171264
314,-0.07589664,1.575282271
438,-0.07723623,-0.919249444
228,-0.077997126,-1.801527364
411,-0.078443594,1.35074723
291,-0.07938137,1.48076621
187,-0.08146937,1.550204272
268,-0.08519354,2.115749339
356,-0.0853396,1.299481193
75,-0.08540072,3.243603666
